id,year_birth,income,kidhome,teenhome,dt_customer,recency,mntwines,mntfruits,mntmeatproducts,mntfishproducts,mntsweetproducts,mntgoldprods,numdealspurchases,numwebpurchases,numcatalogpurchases,numstorepurchases,numwebvisitsmonth,acceptedcmp3,acceptedcmp4,acceptedcmp5,acceptedcmp1,acceptedcmp2,complain,z_costcontact,z_revenue,response,age,total_purchases,num_accepted_campaigns,education_Basic,education_Graduation,education_Master,education_PhD,marital_status_Alone,marital_status_Divorced,marital_status_Married,marital_status_Single,marital_status_Together,marital_status_Widow,marital_status_YOLO
22,1976,46310.0,1,0,2012-03-12,99,185,2,88,15,5,14,2,6,1,5,8,0,0,0,0,0,0,3,11,0,49,309,0,False,True,False,False,False,True,False,False,False,False,False
4817,1956,22304.0,0,0,2012-04-08,91,3,2,7,0,4,2,1,1,0,2,8,0,0,0,0,0,0,3,11,0,69,18,0,False,True,False,False,False,True,False,False,False,False,False
1501,1982,160803.0,0,0,2012-04-08,21,55,16,1622,17,3,4,15,0,28,1,0,0,0,0,0,0,0,3,11,0,43,1717,0,False,False,False,True,False,False,True,False,False,False,False
564,1981,56937.0,1,0,2012-04-08,81,746,8,125,11,8,8,7,8,6,9,6,0,1,0,0,0,0,3,11,1,44,906,1,False,False,False,True,False,False,False,False,True,False,False
1291,1978,27683.0,1,0,2012-04-08,90,152,9,121,12,12,45,4,6,2,4,8,0,0,0,0,0,0,3,11,0,47,351,0,False,False,False,True,False,False,False,False,True,False,False
1440,1978,52513.0,0,0,2012-04-09,84,367,17,241,104,188,232,2,9,5,9,7,0,0,0,0,0,0,3,11,0,47,1149,0,False,False,False,False,False,False,False,False,True,False,False
3745,1988,23331.0,1,0,2012-04-09,92,5,36,7,0,10,45,2,3,0,3,8,0,0,0,0,0,0,3,11,0,37,103,0,False,False,False,False,False,False,True,False,False,False,False
2674,1958,75154.0,0,1,2012-04-09,79,543,10,205,160,143,82,1,6,3,6,3,0,0,0,0,0,0,3,11,1,67,1143,0,False,False,True,False,False,False,False,True,False,False,False
5524,1957,58138.0,0,0,2012-04-09,58,635,88,546,172,88,88,3,8,10,4,7,0,0,0,0,0,0,3,11,1,68,1617,0,False,True,False,False,False,False,False,True,False,False,False
5675,1960,50611.0,0,1,2012-04-10,98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,3,11,0,65,493,1,False,False,False,True,False,True,False,False,False,False,False
5513,1966,37758.0,1,1,2012-04-10,49,27,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,0,3,11,0,59,40,0,False,True,False,False,False,False,False,False,True,False,False
4271,1989,38683.0,1,0,2012-04-10,80,46,35,69,84,41,66,6,4,1,6,7,0,0,0,0,0,0,3,11,0,36,341,0,False,False,False,False,False,False,False,False,True,False,False
3007,1966,37758.0,1,1,2012-04-10,49,27,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,0,3,11,0,59,40,0,False,True,False,False,False,False,False,False,True,False,False
7230,1960,50611.0,0,1,2012-04-10,98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,3,11,1,65,493,1,False,False,False,True,False,True,False,False,False,False,False
4786,1977,75330.0,1,1,2012-04-10,94,555,82,257,93,61,61,4,10,3,12,6,0,0,0,0,0,0,3,11,0,48,1109,0,False,True,False,False,False,False,True,False,False,False,False
8985,1964,68316.0,0,1,2012-04-11,54,806,80,161,120,11,33,5,10,7,10,6,0,0,0,0,0,0,3,11,0,61,1211,0,False,False,False,False,False,False,False,False,True,False,False
1773,1978,12393.0,0,0,2012-04-12,38,5,6,15,11,7,13,1,2,0,3,9,0,0,0,0,0,0,3,11,0,47,57,0,False,False,False,False,False,False,True,False,False,False,False
2258,1986,32880.0,1,0,2012-04-12,76,8,4,15,7,6,2,1,1,0,3,8,0,0,0,0,0,0,3,11,0,39,42,0,False,True,False,False,False,False,True,False,False,False,False
10542,1968,36778.0,1,1,2012-05-08,63,29,4,34,2,4,4,3,3,0,3,9,0,0,0,0,0,0,3,11,0,57,77,0,False,False,False,True,False,False,True,False,False,False,False
1911,1987,67430.0,0,0,2012-05-09,6,595,97,291,127,133,121,1,11,5,12,6,0,0,0,0,0,0,3,11,0,38,1364,0,False,True,False,False,False,False,False,False,True,False,False
7290,1985,70596.0,0,0,2012-05-10,68,347,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,0,3,11,0,40,968,0,False,True,False,False,False,False,False,True,False,False,False
3856,1960,63381.0,0,1,2012-05-10,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,3,11,0,65,1005,0,False,True,False,False,False,False,False,False,True,False,False
8895,1985,70596.0,0,0,2012-05-10,68,347,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,0,3,11,0,40,968,0,False,True,False,False,False,False,False,True,False,False,False
6927,1968,44377.0,1,1,2012-05-10,70,224,0,30,0,0,10,8,5,1,5,8,0,0,0,0,0,0,3,11,0,57,264,0,False,False,False,True,False,False,True,False,False,False,False
6202,1960,63381.0,0,1,2012-05-10,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,3,11,0,65,1005,0,False,True,False,False,False,False,False,False,True,False,False
9771,1988,23331.0,1,0,2012-05-10,97,104,20,101,24,15,5,6,5,1,5,9,0,0,0,0,0,0,3,11,0,37,269,0,False,False,False,False,False,False,False,True,False,False,False
3594,1973,54108.0,1,1,2012-05-11,74,539,6,91,8,6,97,13,8,2,9,8,0,0,0,0,0,0,3,11,0,52,747,0,False,False,True,False,False,False,True,False,False,False,False
5043,1951,26997.0,0,0,2012-05-11,89,7,23,78,133,49,144,2,4,2,5,7,0,0,0,0,0,0,3,11,0,74,434,0,True,False,False,False,False,False,True,False,False,False,False
1990,1974,63159.0,0,0,2012-05-11,74,965,34,586,89,86,37,1,3,5,8,3,1,0,0,0,0,0,3,11,0,51,1797,1,False,False,False,True,False,False,False,True,False,False,False
9260,1945,70356.0,0,0,2012-05-11,20,1349,16,249,43,16,33,2,10,6,9,6,0,0,0,0,0,0,3,11,0,80,1706,0,False,False,False,True,False,False,True,False,False,False,False
8952,1953,65569.0,0,1,2012-05-11,96,397,46,288,20,38,70,2,6,5,10,3,0,0,0,0,0,0,3,11,0,72,859,0,False,False,True,False,False,False,True,False,False,False,False
1077,1974,56715.0,0,0,2012-05-12,52,258,105,239,237,172,9,1,7,3,4,4,0,0,0,0,0,0,3,11,0,51,1020,0,False,True,False,False,False,False,False,False,True,False,False
3518,1983,25271.0,1,0,2012-05-12,45,10,1,18,10,4,7,1,1,1,2,9,0,0,0,0,0,0,3,11,0,42,50,0,False,True,False,False,False,False,True,False,False,False,False
9120,1962,66565.0,0,1,2012-05-12,80,747,10,161,65,40,42,4,4,2,9,8,0,0,0,0,0,0,3,11,0,63,1065,0,False,True,False,False,False,False,False,True,False,False,False
10913,1984,31385.0,1,0,2012-05-12,56,3,2,12,0,1,9,1,1,0,2,8,1,0,0,0,0,0,3,11,1,41,27,1,False,False,True,False,False,False,False,True,False,False,False
10591,1969,43638.0,0,1,2012-06-08,37,63,10,83,7,19,19,2,4,1,4,7,0,0,0,0,0,0,3,11,0,56,201,0,False,True,False,False,False,False,False,False,False,True,False
9135,1950,27203.0,1,1,2012-06-08,92,13,2,21,4,0,24,2,1,1,2,8,0,0,0,0,0,0,3,11,0,75,64,0,False,True,False,False,False,False,False,False,True,False,False
2715,1966,29435.0,1,1,2012-06-08,11,70,3,37,4,2,64,4,3,2,2,9,0,0,0,0,0,0,3,11,1,59,180,0,False,False,True,False,False,True,False,False,False,False,False
4023,1970,22979.0,1,0,2012-06-09,29,16,17,19,20,21,22,3,3,2,2,8,0,0,0,0,0,0,3,11,1,55,115,0,False,True,False,False,False,False,True,False,False,False,False
3469,1977,34487.0,1,1,2012-06-09,94,19,18,33,24,1,8,3,3,0,3,9,0,0,0,0,0,0,3,11,0,48,103,0,False,False,False,True,False,True,False,False,False,False,False
10010,1953,36957.0,1,1,2012-06-09,43,100,2,16,2,1,31,4,3,2,2,9,0,0,0,0,0,0,3,11,1,72,152,0,False,False,False,True,False,True,False,False,False,False,False
1403,1975,34984.0,1,1,2012-06-09,40,8,4,15,3,5,3,2,1,0,3,7,0,0,0,0,0,0,3,11,0,50,38,0,False,False,False,False,False,False,False,False,True,False,False
793,1973,20895.0,1,0,2012-06-10,24,18,3,17,3,0,4,1,2,0,3,9,0,0,0,0,0,0,3,11,0,52,45,0,False,True,False,False,False,False,True,False,False,False,False
7441,1973,71128.0,1,0,2012-06-10,80,958,159,447,20,0,31,3,2,10,12,7,0,0,0,0,0,0,3,11,0,52,1615,0,False,True,False,False,False,True,False,False,False,False,False
8722,1957,82347.0,0,0,2012-06-11,38,556,54,845,202,133,63,1,7,7,10,3,1,0,0,1,0,0,3,11,1,68,1853,2,False,False,False,False,False,False,True,False,False,False,False
4856,1957,82347.0,0,0,2012-06-11,38,556,54,845,202,133,63,1,7,7,10,3,1,0,0,1,0,0,3,11,0,68,1853,2,False,False,False,False,False,False,True,False,False,False,False
4088,1962,31497.0,0,1,2012-06-12,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,3,11,0,63,155,0,False,False,False,True,False,False,False,False,True,False,False
7381,1968,75693.0,0,0,2012-06-12,10,797,153,293,72,97,30,1,11,4,6,4,0,1,1,1,0,0,3,11,1,57,1442,3,False,True,False,False,False,True,False,False,False,False,False
4971,1962,31497.0,0,1,2012-06-12,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,3,11,0,63,155,0,False,False,False,True,False,False,False,False,True,False,False
610,1953,53593.0,1,1,2012-07-08,60,349,4,78,6,0,43,8,7,2,6,8,0,0,0,0,0,0,3,11,0,72,480,0,False,False,False,True,False,False,False,False,True,False,False
5393,1977,23763.0,1,0,2012-07-08,64,22,0,6,6,2,6,1,1,0,3,7,0,0,0,0,0,0,3,11,0,48,42,0,False,True,False,False,False,False,False,True,False,False,False
3262,1958,68281.0,0,0,2012-07-08,31,995,112,417,42,48,41,1,2,9,13,5,0,0,0,0,0,0,3,11,1,67,1655,0,False,True,False,False,False,False,False,True,False,False,False
10827,1967,36947.0,1,1,2012-07-08,49,88,3,21,4,1,29,4,3,0,4,9,0,0,0,0,0,0,3,11,0,58,146,0,False,False,False,True,False,False,True,False,False,False,False
6233,1976,65991.0,0,1,2012-07-09,21,507,19,364,25,47,9,3,9,5,10,7,0,0,0,0,0,0,3,11,0,49,971,0,False,True,False,False,False,False,True,False,False,False,False
1777,1980,25965.0,0,0,2012-07-09,29,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,3,11,0,45,74,0,True,False,False,False,False,False,True,False,False,False,False
9323,1949,49912.0,0,1,2012-07-09,5,520,8,223,32,49,42,4,10,5,7,8,1,0,0,0,0,0,3,11,1,76,874,1,False,False,True,False,False,False,False,False,True,False,False
10352,1963,34213.0,1,1,2012-07-09,2,50,4,28,6,3,26,3,3,1,2,9,0,0,0,0,0,0,3,11,1,62,117,0,False,True,False,False,False,False,False,False,False,True,False
1146,1949,49912.0,0,1,2012-07-09,5,520,8,223,32,49,42,4,10,5,7,8,1,0,0,0,0,0,3,11,1,76,874,1,False,False,True,False,False,False,False,False,True,False,False
3076,1975,66653.0,1,1,2012-07-09,18,452,18,102,16,18,6,4,4,2,12,3,0,0,0,0,0,0,3,11,0,50,612,0,False,True,False,False,False,False,False,False,True,False,False
3678,1973,60208.0,1,1,2012-07-10,13,488,23,71,15,0,59,11,8,3,7,7,0,1,0,0,0,0,3,11,1,52,656,1,False,True,False,False,False,False,False,False,False,True,False
4945,1953,53653.0,0,0,2012-07-11,29,815,10,239,28,10,108,2,10,4,12,6,0,0,0,0,0,0,3,11,0,72,1210,0,False,True,False,False,False,False,False,False,False,True,False
7706,1975,46772.0,0,1,2012-07-11,88,350,104,189,197,151,57,6,11,8,5,8,1,0,0,0,0,0,3,11,0,50,1048,1,False,False,False,False,False,False,False,False,True,False,False
6497,1960,51651.0,0,1,2012-07-11,32,293,6,23,13,6,92,4,6,2,5,8,0,0,0,0,0,0,3,11,0,65,433,0,False,True,False,False,False,False,True,False,False,False,False
1459,1966,69063.0,0,1,2012-07-11,16,666,35,124,69,8,26,1,5,3,5,3,0,0,0,0,0,0,3,11,0,59,928,0,False,False,False,True,False,False,True,False,False,False,False
10446,1957,82017.0,0,0,2012-07-11,58,184,23,446,30,23,23,1,5,4,7,2,0,1,1,1,0,0,3,11,1,68,729,3,False,False,False,True,False,False,True,False,False,False,False
3850,1963,14918.0,0,1,2012-07-12,52,3,3,3,15,4,15,1,1,0,3,6,0,0,0,0,0,0,3,11,0,62,43,0,True,False,False,False,False,False,False,False,True,False,False
10479,1975,76618.0,0,0,2012-07-12,64,749,40,294,121,160,147,1,3,2,5,1,0,0,0,0,0,0,3,11,0,50,1511,0,False,False,False,True,False,False,True,False,False,False,False
3525,1970,38200.0,1,1,2012-07-12,19,12,0,4,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,55,17,0,False,True,False,False,False,False,False,False,True,False,False
55,1963,56253.0,0,1,2012-07-12,83,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,0,3,11,0,62,597,0,False,True,False,False,False,False,False,False,True,False,False
10991,1960,89058.0,0,0,2012-07-12,18,454,194,106,31,22,43,1,5,4,4,2,0,0,0,0,0,0,3,11,0,65,850,0,False,False,True,False,False,False,True,False,False,False,False
942,1982,39660.0,1,0,2012-08-08,36,139,13,78,20,13,36,3,7,1,3,9,0,0,0,0,0,0,3,11,1,43,299,0,False,True,False,False,False,False,False,True,False,False,False
8876,1963,33629.0,1,1,2012-08-08,49,132,0,16,0,0,4,5,3,1,4,9,0,0,0,0,0,0,3,11,0,62,152,0,False,False,False,True,False,False,False,False,True,False,False
6749,1966,86358.0,1,1,2012-08-08,78,957,47,494,82,47,95,4,5,3,6,8,0,0,0,0,0,0,3,11,0,59,1722,0,False,True,False,False,False,False,False,True,False,False,False
1891,1980,78789.0,0,0,2012-08-08,12,667,50,850,21,83,83,1,4,6,5,2,0,0,0,0,0,0,3,11,1,45,1754,0,False,False,True,False,False,True,False,False,False,False,False
5342,1976,9548.0,1,0,2012-08-08,31,0,1,3,10,6,9,2,1,0,3,8,0,0,0,0,0,0,3,11,0,49,29,0,True,False,False,False,False,True,False,False,False,False,False
9360,1982,37040.0,0,0,2012-08-08,41,86,2,73,69,38,48,1,4,2,5,8,0,0,0,0,0,0,3,11,0,43,316,0,False,True,False,False,False,False,True,False,False,False,False
460,1972,79930.0,0,0,2012-08-08,72,792,86,740,67,51,17,1,3,5,8,2,0,0,0,0,0,0,3,11,0,53,1753,0,False,False,False,True,False,False,True,False,False,False,False
347,1976,40780.0,0,1,2012-08-09,30,229,27,71,13,3,34,4,7,1,5,9,0,0,0,0,0,0,3,11,0,49,377,0,False,True,False,False,False,True,False,False,False,False,False
7079,1962,63887.0,0,1,2012-08-09,38,897,23,207,15,11,92,5,9,6,12,6,0,0,0,0,0,0,3,11,0,63,1245,0,False,True,False,False,False,True,False,False,False,False,False
7108,1965,51390.0,1,1,2012-08-09,54,205,20,47,23,2,56,6,5,2,5,5,0,0,0,0,0,0,3,11,0,60,353,0,False,False,True,False,False,False,False,False,False,True,False
8041,1971,47111.0,0,1,2012-08-09,35,595,71,153,120,112,41,6,3,2,10,9,0,0,0,0,0,0,3,11,0,54,1092,0,False,False,False,True,False,False,False,False,False,True,False
35,1987,25545.0,1,0,2012-08-09,35,32,1,64,16,12,85,3,2,2,3,6,0,0,0,0,0,0,3,11,1,38,210,0,False,True,False,False,False,False,True,False,False,False,False
8783,1950,57045.0,0,1,2012-08-09,40,296,13,104,11,13,17,3,4,2,9,3,0,0,0,0,0,0,3,11,0,75,454,0,False,True,False,False,False,False,True,False,False,False,False
8369,1987,18227.0,1,0,2012-08-11,21,1,2,7,4,3,11,1,0,1,2,8,0,0,0,0,0,0,3,11,0,38,28,0,False,True,False,False,False,False,False,False,True,False,False
3298,1956,52973.0,0,1,2012-08-11,92,856,0,76,12,9,199,7,9,6,9,8,0,0,0,0,0,0,3,11,0,69,1152,0,False,False,True,False,False,False,True,False,False,False,False
6566,1954,72550.0,1,1,2012-08-11,39,826,50,317,50,38,38,9,5,2,12,8,0,0,0,0,0,0,3,11,0,71,1319,0,False,False,False,True,False,False,True,False,False,False,False
4303,1957,6835.0,0,1,2012-08-12,76,107,2,12,2,2,12,0,0,0,1,20,0,0,0,0,0,0,3,11,0,68,137,0,False,False,False,True,False,False,False,False,True,False,False
3698,1983,78687.0,0,0,2012-09-08,13,817,185,687,145,55,241,1,4,6,8,2,0,0,1,0,0,0,3,11,1,42,2130,1,False,True,False,False,False,False,False,False,True,False,False
5564,1969,62882.0,0,1,2012-09-08,26,509,133,497,78,24,97,2,7,5,6,4,0,0,0,0,0,0,3,11,0,56,1338,0,False,True,False,False,False,False,False,False,True,False,False
8462,1978,24882.0,1,0,2012-09-09,52,1,4,10,29,0,36,1,1,1,2,6,1,0,0,0,0,0,3,11,0,47,80,1,True,False,False,False,False,False,False,False,True,False,False
7342,1961,59184.0,0,1,2012-09-09,6,341,142,113,259,151,66,3,6,6,12,5,0,0,0,0,0,0,3,11,0,64,1072,0,False,False,False,False,False,False,False,False,False,True,False
9733,1978,24882.0,1,0,2012-09-09,52,1,4,10,29,0,36,1,1,1,2,6,1,0,0,0,0,0,3,11,0,47,80,1,True,False,False,False,False,False,False,False,True,False,False
7055,1952,61010.0,0,1,2012-09-10,57,888,0,57,0,0,76,2,8,5,11,5,0,0,0,0,0,0,3,11,0,73,1021,0,False,False,False,True,False,False,False,False,True,False,False
9909,1996,7500.0,0,0,2012-09-11,24,3,18,14,15,22,50,3,3,1,3,9,0,0,0,0,0,0,3,11,1,29,122,0,False,False,False,False,False,False,True,False,False,False,False
10299,1969,48240.0,0,0,2012-09-11,73,389,91,248,64,49,41,3,6,3,13,5,0,0,0,0,0,0,3,11,1,56,882,0,False,False,False,True,False,False,False,True,False,False,False
9064,1982,69109.0,0,0,2012-09-11,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,0,3,11,1,43,1555,1,False,True,False,False,False,False,True,False,False,False,False
2407,1982,69109.0,0,0,2012-09-11,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,0,3,11,1,43,1555,1,False,True,False,False,False,False,True,False,False,False,False
10882,1976,53858.0,0,1,2012-09-11,50,407,53,221,58,150,26,4,4,3,6,4,0,0,0,0,0,0,3,11,0,49,915,0,False,True,False,False,False,False,True,False,False,False,False
5289,1975,41658.0,1,1,2012-09-11,30,8,4,12,15,4,29,2,1,1,2,4,0,0,0,0,0,0,3,11,0,50,72,0,False,False,False,False,False,False,False,True,False,False,False
5636,1963,30983.0,0,0,2012-09-11,50,51,4,50,12,1,49,1,4,0,3,8,0,0,0,0,0,0,3,11,1,62,167,0,False,True,False,False,False,False,False,True,False,False,False
